,Unnamed: 0,Flight.No,Airline,Flight.Type,Scheduled.Departure,Departure,Scheduled.Arrival,Arrival,Flight.Status,Justification,Airport.From,Airport.To,Longitude.To,Latitude.To,Longitude.From,Latitude.From,Departure.Delay,Arrival.Delay,Distance.In.Meters,Flight.No2,AirLine.Code,Departure_Date
59519,187643,AZU - 4139,AZUL,Domestic,2016-03-15 19:23:00,2016-03-15 19:23:00,2016-03-15 21:16:00,2016-03-15 20:54:00,Confirmed,ANTECIPATION,SBKP,SBPA,-51.1753811,-29.9934732,-47.1375685,-23.008205,0.0,-22.0,872154.253018876,4139,AZU,2016-03-15 19:23:00
59553,187677,AZU - 4148,AZUL,Domestic,2016-03-15 13:55:00,2016-03-15 13:45:00,2016-03-15 15:15:00,2016-03-15 14:56:00,Confirmed,ANTECIPATION,SBGO,SBPJ,-48.3575251,-10.2943256,-49.2221166,-16.632488,-10.0,-19.0,707440.089064757,4148,AZU,2016-03-15 13:55:00
59563,187687,AZU - 4148,AZUL,Domestic,2016-03-15 11:36:00,2016-03-15 11:27:00,2016-03-15 13:13:00,2016-03-15 13:00:00,Confirmed,ANTECIPATION,SBKP,SBGO,-49.2221166,-16.632488,-47.1375685,-23.008205,-9.0,-13.0,738778.205855731,4148,AZU,2016-03-15 11:36:00
59567,187691,AZU - 4148,AZUL,Domestic,2016-03-15 13:55:00,2016-03-20 13:44:00,2016-03-15 15:15:00,2016-03-20 15:09:00,Confirmed,ANTECIPATION,SBGO,SBPJ,-48.3575251,-10.2943256,-49.2221166,-16.632488,7189.0,7194.0,707440.089064757,4148,AZU,2016-03-15 13:55:00
59601,187725,AZU - 4148,AZUL,Domestic,2016-03-15 11:36:00,2016-03-20 11:33:00,2016-03-15 13:13:00,2016-03-20 12:58:00,Confirmed,ANTECIPATION,SBKP,SBGO,-49.2221166,-16.632488,-47.1375685,-23.008205,7197.0,7185.0,738778.205855731,4148,AZU,2016-03-15 11:36:00
59635,187759,AZU - 4149,AZUL,Domestic,2016-03-15 15:45:00,2016-03-20 15:37:00,2016-03-15 17:08:00,2016-03-20 16:59:00,Confirmed,ANTECIPATION,SBPJ,SBGO,-49.2221166,-16.632488,-48.3575251,-10.2943256,7192.0,7191.0,707440.089064757,4149,AZU,2016-03-15 15:45:00
59644,187768,AZU - 4149,AZUL,Domestic,2016-03-15 15:45:00,2016-03-15 15:30:00,2016-03-15 17:08:00,2016-03-15 16:46:00,Confirmed,ANTECIPATION,SBPJ,SBGO,-49.2221166,-16.632488,-48.3575251,-10.2943256,-15.0,-22.0,707440.089064757,4149,AZU,2016-03-15 15:45:00
59653,187777,AZU - 4149,AZUL,Domestic,2016-03-15 17:51:00,2016-03-20 17:40:00,2016-03-15 19:20:00,2016-03-20 19:04:00,Confirmed,ANTECIPATION,SBGO,SBKP,-47.1375685,-23.008205,-49.2221166,-16.632488,7189.0,7184.0,738778.205855731,4149,AZU,2016-03-15 17:51:00
59664,187788,AZU - 4149,AZUL,Domestic,2016-03-15 17:51:00,2016-03-15 17:42:00,2016-03-15 19:20:00,2016-03-15 19:02:00,Confirmed,ANTECIPATION,SBGO,SBKP,-47.1375685,-23.008205,-49.2221166,-16.632488,-9.0,-18.0,738778.205855731,4149,AZU,2016-03-15 17:51:00
59694,187818,AZU - 4156,AZUL,Domestic,2016-03-15 09:52:00,2016-03-15 09:50:00,2016-03-15 11:03:00,2016-03-15 10:58:00,Confirmed,ANTECIPATION,SBPA,SBCT,-49.1724811,-25.5327132,-51.1753811,-29.9934732,-2.0,-5.0,532259.855202391,4156,AZU,2016-03-15 09:52:00
59719,187843,AZU - 4156,AZUL,Domestic,2016-03-15 11:33:00,2016-03-15 11:26:00,2016-03-15 12:46:00,2016-03-15 12:34:00,Confirmed,ANTECIPATION,SBCT,SBFI,-54.4909265,-25.5938142,-49.1724811,-25.5327132,-7.0,-12.0,534431.076720499,4156,AZU,2016-03-15 11:33:00
59744,187868,AZU - 4157,AZUL,Domestic,2016-03-15 16:50:00,2016-03-20 16:48:00,2016-03-15 17:58:00,2016-03-20 17:46:00,Confirmed,ANTECIPATION,SBFI,SBCT,-49.1724811,-25.5327132,-54.4909265,-25.5938142,7198.0,7188.0,534431.076720499,4157,AZU,2016-03-15 16:50:00
59754,187878,AZU - 4157,AZUL,Domestic,2016-03-15 18:28:00,2016-03-20 18:18:00,2016-03-15 19:45:00,2016-03-20 19:34:00,Confirmed,ANTECIPATION,SBCT,SBPA,-51.1753811,-29.9934732,-49.1724811,-25.5327132,7190.0,7189.0,532259.855202391,4157,AZU,2016-03-15 18:28:00
59767,187891,AZU - 4157,AZUL,Domestic,2016-03-15 16:50:00,2016-03-15 16:39:00,2016-03-15 17:58:00,2016-03-15 17:43:00,Confirmed,ANTECIPATION,SBFI,SBCT,-49.1724811,-25.5327132,-54.4909265,-25.5938142,-11.0,-15.0,534431.076720499,4157,AZU,2016-03-15 16:50:00
59773,187897,AZU - 4157,AZUL,Domestic,2016-03-15 18:28:00,2016-03-15 18:17:00,2016-03-15 19:45:00,2016-03-15 19:24:00,Confirmed,ANTECIPATION,SBCT,SBPA,-51.1753811,-29.9934732,-49.1724811,-25.5327132,-11.0,-21.0,532259.855202391,4157,AZU,2016-03-15 18:28:00
59813,187937,AZU - 4158,AZUL,Domestic,2016-03-15 21:15:00,2016-03-15 21:15:00,2016-03-15 23:02:00,2016-03-15 23:02:00,Confirmed,,SBGR,SBCG,-54.6741233,-20.4686937,-46.478126,-23.4345529,0.0,0.0,907862.470694679,4158,AZU,2016-03-15 21:15:00
59819,187943,AZU - 4158,AZUL,Domestic,2016-03-15 21:15:00,2016-03-15 21:13:00,2016-03-15 23:02:00,2016-03-15 22:53:00,Confirmed,ANTECIPATION,SBGR,SBCG,-54.6741233,-20.4686937,-46.478126,-23.4345529,-2.0,-9.0,907862.470694679,4158,AZU,2016-03-15 21:15:00
59826,187950,AZU - 4159,AZUL,Domestic,2016-03-15 06:32:00,2016-03-15 06:35:00,2016-03-15 08:25:00,2016-03-15 08:17:00,Confirmed,ANTECIPATION,SBCG,SBGR,-46.478126,-23.4345529,-54.6741233,-20.4686937,3.0,-8.0,907862.470694679,4159,AZU,2016-03-15 06:32:00
59834,187958,AZU - 4159,AZUL,Domestic,2016-03-15 06:32:00,2016-03-20 06:30:00,2016-03-15 08:25:00,2016-03-20 08:21:00,Confirmed,ANTECIPATION,SBCG,SBGR,-46.478126,-23.4345529,-54.6741233,-20.4686937,7198.0,7196.0,907862.470694679,4159,AZU,2016-03-15 06:32:00
59867,187991,AZU - 4160,AZUL,Domestic,2016-03-15 22:15:00,2016-03-15 22:10:00,2016-03-15 23:33:00,2016-03-15 23:18:00,Confirmed,ANTECIPATION,SBKP,SBNF,-48.6490867,-26.8805344,-47.1375685,-23.008205,-5.0,-15.0,455285.252141847,4160,AZU,2016-03-15 22:15:00
59874,187998,AZU - 4160,AZUL,Domestic,2016-03-15 22:15:00,2016-03-20 22:11:00,2016-03-15 23:33:00,2016-03-20 23:29:00,Confirmed,ANTECIPATION,SBKP,SBNF,-48.6490867,-26.8805344,-47.1375685,-23.008205,7196.0,7196.0,455285.252141847,4160,AZU,2016-03-15 22:15:00
59899,188023,AZU - 4163,AZUL,Domestic,2016-03-15 13:00:00,2016-03-15 13:36:00,2016-03-15 14:03:00,2016-03-15 14:32:00,Confirmed,DELAY NOT SPECIFIED - OTHER,SBKP,SBRJ,-43.1648755,-22.9111438,-47.1375685,-23.008205,36.0,29.0,407540.725268162,4163,AZU,2016-03-15 13:00:00
59913,188037,AZU - 4163,AZUL,Domestic,2016-03-15 11:08:00,,2016-03-15 12:18:00,,Cancelled,AUTHORIZED (O),SBNF,SBKP,-47.1375685,-23.008205,-48.6490867,-26.8805344,,,455285.252141847,4163,AZU,2016-03-15 11:08:00
59918,188042,AZU - 4163,AZUL,Domestic,2016-03-15 09:29:00,,2016-03-15 10:38:00,,Cancelled,AUTHORIZED (O),SBPA,SBNF,-48.6490867,-26.8805344,-51.1753811,-29.9934732,,,424545.83865948,4163,AZU,2016-03-15 09:29:00
59968,188092,AZU - 4165,AZUL,Domestic,2016-03-15 18:12:00,2016-03-15 18:07:00,2016-03-15 19:17:00,2016-03-15 19:10:00,Confirmed,ANTECIPATION,SBPA,SBNF,-48.6490867,-26.8805344,-51.1753811,-29.9934732,-5.0,-7.0,424545.83865948,4165,AZU,2016-03-15 18:12:00
59972,188096,AZU - 4165,AZUL,Domestic,2016-03-15 19:43:00,2016-03-15 19:40:00,2016-03-15 20:55:00,2016-03-15 20:49:00,Confirmed,ANTECIPATION,SBNF,SBKP,-47.1375685,-23.008205,-48.6490867,-26.8805344,-3.0,-6.0,455285.252141847,4165,AZU,2016-03-15 19:43:00
59974,188098,AZU - 4165,AZUL,Domestic,2016-03-15 18:12:00,2016-03-20 18:05:00,2016-03-15 19:17:00,2016-03-20 19:07:00,Confirmed,ANTECIPATION,SBPA,SBNF,-48.6490867,-26.8805344,-51.1753811,-29.9934732,7193.0,7190.0,424545.83865948,4165,AZU,2016-03-15 18:12:00
60002,188126,AZU - 4165,AZUL,Domestic,2016-03-15 19:43:00,2016-03-20 19:30:00,2016-03-15 20:55:00,2016-03-20 20:37:00,Confirmed,ANTECIPATION,SBNF,SBKP,-47.1375685,-23.008205,-48.6490867,-26.8805344,7187.0,7182.0,455285.252141847,4165,AZU,2016-03-15 19:43:00
60049,188173,AZU - 4170,AZUL,Domestic,2016-03-15 21:50:00,2016-03-15 21:50:00,2016-03-16 01:45:00,2016-03-16 01:38:00,Confirmed,ANTECIPATION,SBKP,SBEG,-60.0463249,-3.0358474,-47.1375685,-23.008205,0.0,-7.0,2611579.96262284,4170,AZU,2016-03-15 21:50:00
60057,188181,AZU - 4170,AZUL,Domestic,2016-03-15 21:50:00,2016-03-20 21:47:00,2016-03-16 01:45:00,2016-03-21 01:32:00,Confirmed,ANTECIPATION,SBKP,SBEG,-60.0463249,-3.0358474,-47.1375685,-23.008205,7197.0,7187.0,2611579.96262284,4170,AZU,2016-03-15 21:50:00
60079,188203,AZU - 4172,AZUL,Domestic,2016-03-15 12:42:00,,2016-03-15 14:00:00,,Cancelled,AUTHORIZED (O),SBKP,SBFL,-48.5459657,-27.670118,-47.1375685,-23.008205,,,535531.106814531,4172,AZU,2016-03-15 12:42:00
60099,188223,AZU - 4173,AZUL,Domestic,2016-03-15 14:30:00,2016-03-20 14:29:00,2016-03-15 15:47:00,2016-03-20 15:38:00,Confirmed,ANTECIPATION,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,7199.0,7191.0,535531.106814531,4173,AZU,2016-03-15 14:30:00
60101,188225,AZU - 4173,AZUL,Domestic,2016-03-15 14:30:00,,2016-03-15 15:47:00,,Cancelled,AUTHORIZED (O),SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,,,535531.106814531,4173,AZU,2016-03-15 14:30:00
60142,188266,AZU - 4177,AZUL,Domestic,2016-03-15 04:10:00,2016-03-15 04:10:00,2016-03-15 06:44:00,2016-03-15 06:44:00,Confirmed,,SBRF,SBCF,-43.965396,-19.634099,-34.9240154,-8.1259315,0.0,0.0,1603876.51693652,4177,AZU,2016-03-15 04:10:00
60158,188282,AZU - 4178,AZUL,Domestic,2016-03-15 23:12:00,2016-03-15 23:12:00,2016-03-16 01:42:00,2016-03-16 01:42:00,Confirmed,,SBCF,SBRF,-34.9240154,-8.1259315,-43.965396,-19.634099,0.0,0.0,1603876.51693652,4178,AZU,2016-03-15 23:12:00
60159,188283,AZU - 4178,AZUL,Domestic,2016-03-15 23:12:00,2016-03-15 23:12:00,2016-03-16 01:42:00,2016-03-16 01:33:00,Confirmed,ANTECIPATION,SBCF,SBRF,-34.9240154,-8.1259315,-43.965396,-19.634099,0.0,-9.0,1603876.51693652,4178,AZU,2016-03-15 23:12:00
60191,188315,AZU - 4179,AZUL,Domestic,2016-03-15 12:48:00,,2016-03-15 14:34:00,,Cancelled,AUTHORIZED (O),SBKP,SBBR,-47.9172348,-15.8697369,-47.1375685,-23.008205,,,794440.405984374,4179,AZU,2016-03-15 12:48:00
60219,188343,AZU - 4181,AZUL,Domestic,2016-03-15 18:02:00,2016-03-20 17:51:00,2016-03-15 19:43:00,2016-03-20 19:35:00,Confirmed,ANTECIPATION,SBBR,SBKP,-47.1375685,-23.008205,-47.9172348,-15.8697369,7189.0,7192.0,794440.405984374,4181,AZU,2016-03-15 18:02:00
60224,188348,AZU - 4181,AZUL,Domestic,2016-03-15 18:02:00,2016-03-15 17:54:00,2016-03-15 19:43:00,2016-03-15 19:31:00,Confirmed,ANTECIPATION,SBBR,SBKP,-47.1375685,-23.008205,-47.9172348,-15.8697369,-8.0,-12.0,794440.405984374,4181,AZU,2016-03-15 18:02:00
60282,188406,AZU - 4186,AZUL,Domestic,2016-03-15 13:22:00,2016-03-15 13:14:00,2016-03-15 14:22:00,2016-03-15 14:06:00,Confirmed,ANTECIPATION,SBBE,SBMQ,-51.0671095,0.0500081,-48.4775227,-1.3820615,-8.0,-16.0,328876.618211314,4186,AZU,2016-03-15 13:22:00
60311,188435,AZU - 4186,AZUL,Domestic,2016-03-15 09:32:00,2016-03-15 09:31:00,2016-03-15 12:37:00,2016-03-15 12:32:00,Confirmed,ANTECIPATION,SBCF,SBBE,-48.4775227,-1.3820615,-43.965396,-19.634099,-1.0,-5.0,2078028.50721729,4186,AZU,2016-03-15 09:32:00
60331,188455,AZU - 4186,AZUL,Domestic,2016-03-15 07:08:00,2016-03-15 07:03:00,2016-03-15 08:28:00,2016-03-15 08:11:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-5.0,-17.0,497820.275840809,4186,AZU,2016-03-15 07:08:00
60388,188512,AZU - 4187,AZUL,Domestic,2016-03-15 21:04:00,2016-03-20 20:59:00,2016-03-15 22:17:00,2016-03-20 22:07:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,7195.0,7190.0,497820.275840809,4187,AZU,2016-03-15 21:04:00
60394,188518,AZU - 4187,AZUL,Domestic,2016-03-15 14:55:00,2016-03-15 14:42:00,2016-03-15 15:55:00,2016-03-15 15:34:00,Confirmed,ANTECIPATION,SBMQ,SBBE,-48.4775227,-1.3820615,-51.0671095,0.0500081,-13.0,-21.0,328876.618211314,4187,AZU,2016-03-15 14:55:00
60401,188525,AZU - 4187,AZUL,Domestic,2016-03-15 21:04:00,2016-03-15 20:56:00,2016-03-15 22:17:00,2016-03-15 22:09:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,-8.0,-8.0,497820.275840809,4187,AZU,2016-03-15 21:04:00
60404,188528,AZU - 4187,AZUL,Domestic,2016-03-15 14:55:00,2016-03-20 14:45:00,2016-03-15 15:55:00,2016-03-20 15:39:00,Confirmed,ANTECIPATION,SBMQ,SBBE,-48.4775227,-1.3820615,-51.0671095,0.0500081,7190.0,7184.0,328876.618211314,4187,AZU,2016-03-15 14:55:00
60405,188529,AZU - 4187,AZUL,Domestic,2016-03-15 17:02:00,2016-03-15 17:02:00,2016-03-15 20:05:00,2016-03-15 20:05:00,Confirmed,,SBBE,SBCF,-43.965396,-19.634099,-48.4775227,-1.3820615,0.0,0.0,2078028.50721729,4187,AZU,2016-03-15 17:02:00
60435,188559,AZU - 4190,AZUL,Domestic,2016-03-15 23:16:00,2016-03-20 23:14:00,2016-03-16 02:27:00,2016-03-21 02:24:00,Confirmed,ANTECIPATION,SBCF,SBBE,-48.4775227,-1.3820615,-43.965396,-19.634099,7198.0,7197.0,2078028.50721729,4190,AZU,2016-03-15 23:16:00
60459,188583,AZU - 4190,AZUL,Domestic,2016-03-15 21:28:00,2016-03-15 21:19:00,2016-03-15 22:46:00,2016-03-15 22:35:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-9.0,-11.0,497820.275840809,4190,AZU,2016-03-15 21:28:00
60462,188586,AZU - 4190,AZUL,Domestic,2016-03-15 21:28:00,2016-03-20 21:24:00,2016-03-15 22:46:00,2016-03-20 22:40:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,7196.0,7194.0,497820.275840809,4190,AZU,2016-03-15 21:28:00
60466,188590,AZU - 4190,AZUL,Domestic,2016-03-15 23:16:00,2016-03-15 23:14:00,2016-03-16 02:27:00,2016-03-16 02:16:00,Confirmed,ANTECIPATION,SBCF,SBBE,-48.4775227,-1.3820615,-43.965396,-19.634099,-2.0,-11.0,2078028.50721729,4190,AZU,2016-03-15 23:16:00
60483,188607,AZU - 4191,AZUL,Domestic,2016-03-15 03:00:00,2016-03-15 02:55:00,2016-03-15 06:02:00,2016-03-15 05:57:00,Confirmed,ANTECIPATION,SBBE,SBCF,-43.965396,-19.634099,-48.4775227,-1.3820615,-5.0,-5.0,2078028.50721729,4191,AZU,2016-03-15 03:00:00
60504,188628,AZU - 4191,AZUL,Domestic,2016-03-15 06:32:00,2016-03-15 06:34:00,2016-03-15 07:48:00,2016-03-15 07:41:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,2.0,-7.0,497820.275840809,4191,AZU,2016-03-15 06:32:00
60542,188666,AZU - 4194,AZUL,Domestic,2016-03-15 22:22:00,2016-03-20 22:20:00,2016-03-16 01:40:00,2016-03-21 01:27:00,Confirmed,ANTECIPATION,SBKP,SBSG,-35.3673819,-5.7683702,-47.1375685,-23.008205,7198.0,7187.0,2288104.80310934,4194,AZU,2016-03-15 22:22:00
60569,188693,AZU - 4194,AZUL,Domestic,2016-03-15 20:35:00,2016-03-15 20:29:00,2016-03-15 21:54:00,2016-03-15 21:38:00,Confirmed,ANTECIPATION,SBGL,SBKP,-47.1375685,-23.008205,-43.2494233,-22.8134098,-6.0,-16.0,399454.948740362,4194,AZU,2016-03-15 20:35:00
60575,188699,AZU - 4194,AZUL,Domestic,2016-03-15 20:35:00,2016-03-20 20:25:00,2016-03-15 21:54:00,2016-03-20 21:29:00,Confirmed,ANTECIPATION,SBGL,SBKP,-47.1375685,-23.008205,-43.2494233,-22.8134098,7190.0,7175.0,399454.948740362,4194,AZU,2016-03-15 20:35:00
60583,188707,AZU - 4194,AZUL,Domestic,2016-03-15 22:22:00,2016-03-15 22:24:00,2016-03-16 01:40:00,2016-03-16 01:38:00,Confirmed,ANTECIPATION,SBKP,SBSG,-35.3673819,-5.7683702,-47.1375685,-23.008205,2.0,-2.0,2288104.80310934,4194,AZU,2016-03-15 22:22:00
60594,188718,AZU - 4195,AZUL,Domestic,2016-03-15 06:00:00,2016-03-15 06:00:00,2016-03-15 07:08:00,2016-03-15 07:00:00,Confirmed,ANTECIPATION,SBKP,SBGL,-43.2494233,-22.8134098,-47.1375685,-23.008205,0.0,-8.0,399454.948740362,4195,AZU,2016-03-15 06:00:00
60599,188723,AZU - 4195,AZUL,Domestic,2016-03-15 02:10:00,2016-03-15 02:05:00,2016-03-15 05:30:00,2016-03-15 05:20:00,Confirmed,ANTECIPATION,SBSG,SBKP,-47.1375685,-23.008205,-35.3673819,-5.7683702,-5.0,-10.0,2288104.80310934,4195,AZU,2016-03-15 02:10:00
60664,188788,AZU - 4196,AZUL,Domestic,2016-03-15 08:05:00,2016-03-15 08:02:00,2016-03-15 09:24:00,2016-03-15 09:14:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-3.0,-10.0,497820.275840809,4196,AZU,2016-03-15 08:05:00
60673,188797,AZU - 4198,AZUL,Domestic,2016-03-15 23:16:00,2016-03-15 23:16:00,2016-03-16 02:25:00,2016-03-16 02:25:00,Confirmed,,SBKP,SBTE,-42.8211703,-5.0635434,-47.1375685,-23.008205,0.0,0.0,2039023.47374604,4198,AZU,2016-03-15 23:16:00
60686,188810,AZU - 4198,AZUL,Domestic,2016-03-15 23:16:00,2016-03-15 23:14:00,2016-03-16 02:25:00,2016-03-16 02:08:00,Confirmed,ANTECIPATION,SBKP,SBTE,-42.8211703,-5.0635434,-47.1375685,-23.008205,-2.0,-17.0,2039023.47374604,4198,AZU,2016-03-15 23:16:00
60700,188824,AZU - 4199,AZUL,Domestic,2016-03-15 02:10:00,2016-03-15 02:10:00,2016-03-15 05:15:00,2016-03-15 05:15:00,Confirmed,,SBTE,SBKP,-47.1375685,-23.008205,-42.8211703,-5.0635434,0.0,0.0,2039023.47374604,4199,AZU,2016-03-15 02:10:00
60733,188857,AZU - 4202,AZUL,Domestic,2016-03-15 11:30:00,,2016-03-15 12:30:00,,Cancelled,AUTHORIZED (O),SBCT,SBKP,-47.1375685,-23.008205,-49.1724811,-25.5327132,,,347660.505950427,4202,AZU,2016-03-15 11:30:00
60768,188892,AZU - 4204,AZUL,Domestic,2016-03-15 14:10:00,2016-03-20 14:03:00,2016-03-15 17:04:00,2016-03-20 16:59:00,Confirmed,ANTECIPATION,SBSL,SBCF,-43.965396,-19.634099,-44.2348802,-2.5849927,7193.0,7195.0,1886252.51133363,4204,AZU,2016-03-15 14:10:00
60771,188895,AZU - 4204,AZUL,Domestic,2016-03-15 14:10:00,2016-03-15 14:29:00,2016-03-15 17:04:00,2016-03-15 17:15:00,Confirmed,AIRPLANE FAULT,SBSL,SBCF,-43.965396,-19.634099,-44.2348802,-2.5849927,19.0,11.0,1886252.51133363,4204,AZU,2016-03-15 14:10:00
60787,188911,AZU - 4205,AZUL,Domestic,2016-03-15 12:16:00,2016-03-15 12:14:00,2016-03-15 15:00:00,2016-03-15 14:57:00,Confirmed,ANTECIPATION,SBCF,SBSL,-44.2348802,-2.5849927,-43.965396,-19.634099,-2.0,-3.0,1886252.51133363,4205,AZU,2016-03-15 12:16:00
60805,188929,AZU - 4205,AZUL,Domestic,2016-03-15 12:16:00,2016-03-20 12:06:00,2016-03-15 15:00:00,2016-03-20 14:52:00,Confirmed,ANTECIPATION,SBCF,SBSL,-44.2348802,-2.5849927,-43.965396,-19.634099,7190.0,7192.0,1886252.51133363,4205,AZU,2016-03-15 12:16:00
60830,188954,AZU - 4209,AZUL,Domestic,2016-03-15 14:45:00,2016-03-15 14:36:00,2016-03-15 16:02:00,2016-03-15 15:47:00,Confirmed,ANTECIPATION,SBCT,SBPA,-51.1753811,-29.9934732,-49.1724811,-25.5327132,-9.0,-15.0,532259.855202391,4209,AZU,2016-03-15 14:45:00
60839,188963,AZU - 4210,AZUL,Domestic,2016-03-15 10:19:00,2016-03-15 10:10:00,2016-03-15 11:30:00,2016-03-15 11:20:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,-9.0,-10.0,497820.275840809,4210,AZU,2016-03-15 10:19:00
60853,188977,AZU - 4210,AZUL,Domestic,2016-03-15 12:06:00,2016-03-15 12:06:00,2016-03-15 13:23:00,2016-03-15 13:23:00,Confirmed,,SBCF,SBPS,-39.0821431,-16.4395303,-43.965396,-19.634099,0.0,0.0,626302.802691263,4210,AZU,2016-03-15 12:06:00
60869,188993,AZU - 4210,AZUL,Domestic,2016-03-15 10:19:00,2016-03-20 10:16:00,2016-03-15 11:30:00,2016-03-20 11:23:00,Confirmed,ANTECIPATION,SBKP,SBCF,-43.965396,-19.634099,-47.1375685,-23.008205,7197.0,7193.0,497820.275840809,4210,AZU,2016-03-15 10:19:00
60886,189010,AZU - 4210,AZUL,Domestic,2016-03-15 12:06:00,2016-03-15 12:02:00,2016-03-15 13:23:00,2016-03-15 13:16:00,Confirmed,ANTECIPATION,SBCF,SBPS,-39.0821431,-16.4395303,-43.965396,-19.634099,-4.0,-7.0,626302.802691263,4210,AZU,2016-03-15 12:06:00
60914,189038,AZU - 4211,AZUL,Domestic,2016-03-15 15:52:00,2016-03-20 15:45:00,2016-03-15 17:03:00,2016-03-20 16:57:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,7193.0,7194.0,497820.275840809,4211,AZU,2016-03-15 15:52:00
60915,189039,AZU - 4211,AZUL,Domestic,2016-03-15 13:53:00,2016-03-15 13:53:00,2016-03-15 15:07:00,2016-03-15 15:07:00,Confirmed,,SBPS,SBCF,-43.965396,-19.634099,-39.0821431,-16.4395303,0.0,0.0,626302.802691263,4211,AZU,2016-03-15 13:53:00
60934,189058,AZU - 4211,AZUL,Domestic,2016-03-15 15:52:00,2016-03-15 15:43:00,2016-03-15 17:03:00,2016-03-15 16:52:00,Confirmed,ANTECIPATION,SBCF,SBKP,-47.1375685,-23.008205,-43.965396,-19.634099,-9.0,-11.0,497820.275840809,4211,AZU,2016-03-15 15:52:00
60943,189067,AZU - 4211,AZUL,Domestic,2016-03-15 13:53:00,2016-03-15 13:50:00,2016-03-15 15:07:00,2016-03-15 15:01:00,Confirmed,ANTECIPATION,SBPS,SBCF,-43.965396,-19.634099,-39.0821431,-16.4395303,-3.0,-6.0,626302.802691263,4211,AZU,2016-03-15 13:53:00
60983,189107,AZU - 4218,AZUL,Domestic,2016-03-15 18:32:00,2016-03-15 18:32:00,2016-03-15 19:30:00,2016-03-15 19:30:00,Confirmed,,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,0.0,0.0,391550.087707007,4218,AZU,2016-03-15 18:32:00
60989,189113,AZU - 4218,AZUL,Domestic,2016-03-15 18:32:00,2016-03-15 18:26:00,2016-03-15 19:30:00,2016-03-15 19:24:00,Confirmed,ANTECIPATION,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,-6.0,-6.0,391550.087707007,4218,AZU,2016-03-15 18:32:00
61028,189152,AZU - 4224,AZUL,Domestic,2016-03-15 13:59:00,2016-03-15 13:50:00,2016-03-15 15:30:00,2016-03-15 15:21:00,Confirmed,ANTECIPATION,SBKP,SBGO,-49.2221166,-16.632488,-47.1375685,-23.008205,-9.0,-9.0,738778.205855731,4224,AZU,2016-03-15 13:59:00
61057,189181,AZU - 4225,AZUL,Domestic,2016-03-15 16:28:00,2016-03-15 16:18:00,2016-03-15 17:45:00,2016-03-15 17:41:00,Confirmed,ANTECIPATION,SBGO,SBKP,-47.1375685,-23.008205,-49.2221166,-16.632488,-10.0,-4.0,738778.205855731,4225,AZU,2016-03-15 16:28:00
61103,189227,AZU - 4227,AZUL,Domestic,2016-03-15 09:45:00,2016-03-15 09:45:00,2016-03-15 11:10:00,2016-03-15 11:10:00,Confirmed,,SBKP,SBGO,-49.2221166,-16.632488,-47.1375685,-23.008205,0.0,0.0,738778.205855731,4227,AZU,2016-03-15 09:45:00
61114,189238,AZU - 4227,AZUL,Domestic,2016-03-15 07:45:00,2016-03-15 07:40:00,2016-03-15 08:59:00,2016-03-15 08:49:00,Confirmed,ANTECIPATION,SBFL,SBKP,-47.1375685,-23.008205,-48.5459657,-27.670118,-5.0,-10.0,535531.106814531,4227,AZU,2016-03-15 07:45:00
61129,189253,AZU - 4228,AZUL,Domestic,2016-03-15 08:03:00,2016-03-15 08:03:00,2016-03-15 09:15:00,2016-03-15 09:15:00,Confirmed,,SBKP,SBLO,-51.1331599,-23.3320714,-47.1375685,-23.008205,0.0,0.0,410678.517389112,4228,AZU,2016-03-15 08:03:00
61157,189281,AZU - 4229,AZUL,Domestic,2016-03-15 09:50:00,2016-03-15 09:44:00,2016-03-15 10:53:00,2016-03-15 10:38:00,Confirmed,ANTECIPATION,SBLO,SBKP,-47.1375685,-23.008205,-51.1331599,-23.3320714,-6.0,-15.0,410678.517389112,4229,AZU,2016-03-15 09:50:00
